{\rtf1\ansi\ansicpg1252\cocoartf2511
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red25\green25\blue25;\red255\green255\blue255;}
{\*\expandedcolortbl;;\cssrgb\c12941\c12941\c12941;\cssrgb\c100000\c100000\c100000;}
\margl1440\margr1440\vieww23560\viewh14640\viewkind0
\deftab720
\pard\pardeftab720\sl320\partightenfactor0

\f0\fs28 \cf2 \cb3 \expnd0\expndtw0\kerning0
Train Epoch: 21 [3840/9600 (40%)]	Train Loss: 613.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 21 [5120/9600 (53%)]	Train Loss: 614.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 21 [6400/9600 (67%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 21 [7680/9600 (80%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 21 [8960/9600 (93%)]	Train Loss: 612.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 22 [0/9600 (0%)]	Train Loss: 612.618958	Val Loss: 4.790773	Val Acc: 1.09375\
Train Epoch: 22 [1280/9600 (13%)]	Train Loss: 612.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 22 [2560/9600 (27%)]	Train Loss: 614.618958	Val Loss: 4.797023	Val Acc: 0.46875\
Train Epoch: 22 [3840/9600 (40%)]	Train Loss: 612.618958	Val Loss: 4.787648	Val Acc: 1.40625\
Train Epoch: 22 [5120/9600 (53%)]	Train Loss: 614.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 22 [6400/9600 (67%)]	Train Loss: 612.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 22 [7680/9600 (80%)]	Train Loss: 614.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 22 [8960/9600 (93%)]	Train Loss: 611.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 23 [0/9600 (0%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 23 [1280/9600 (13%)]	Train Loss: 612.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 23 [2560/9600 (27%)]	Train Loss: 611.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 23 [3840/9600 (40%)]	Train Loss: 614.618958	Val Loss: 4.798585	Val Acc: 0.3125\
Train Epoch: 23 [5120/9600 (53%)]	Train Loss: 613.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 23 [6400/9600 (67%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 23 [7680/9600 (80%)]	Train Loss: 613.618958	Val Loss: 4.787648	Val Acc: 1.40625\
Train Epoch: 23 [8960/9600 (93%)]	Train Loss: 614.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 24 [0/9600 (0%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 24 [1280/9600 (13%)]	Train Loss: 611.618958	Val Loss: 4.790773	Val Acc: 1.09375\
Train Epoch: 24 [2560/9600 (27%)]	Train Loss: 614.618958	Val Loss: 4.800148	Val Acc: 0.15625\
Train Epoch: 24 [3840/9600 (40%)]	Train Loss: 614.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 24 [5120/9600 (53%)]	Train Loss: 612.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 24 [6400/9600 (67%)]	Train Loss: 614.618958	Val Loss: 4.798585	Val Acc: 0.3125\
Train Epoch: 24 [7680/9600 (80%)]	Train Loss: 613.618958	Val Loss: 4.792336	Val Acc: 0.9375\
